Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,All,All
Category,Baseline,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Consistency,Consistency,Dropout,Dropout,Dropout,Dropout,Baseline,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Consistency,Consistency,Dropout,Dropout,Dropout,Dropout,Technical_Metrics,Technical_Metrics
Sub-Category,Overall,B cell,B cell,B cell,B cell,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD4+ T cell,CD4+ T cell,CD4+ T cell,CD4+ T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Dendritic cell,Dendritic cell,Dendritic cell,Dendritic cell,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Natural killer cell,Natural killer cell,Natural killer cell,Natural killer cell,Plasma cell,Plasma cell,Plasma cell,Plasma cell,Total_Accuracy,macro avg,macro avg,macro avg,macro avg,weighted avg,weighted avg,weighted avg,weighted avg,Random,Random_10,Random_50,Random_90,Random_925,Random_95,Num Samples,Inconsistent Predictions,FI_0.1%,FI_0.5%,FI_1.0%,FI_2.0%,Overall,B cell,B cell,B cell,B cell,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD4+ T cell,CD4+ T cell,CD4+ T cell,CD4+ T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Dendritic cell,Dendritic cell,Dendritic cell,Dendritic cell,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Natural killer cell,Natural killer cell,Natural killer cell,Natural killer cell,Plasma cell,Plasma cell,Plasma cell,Plasma cell,Total_Accuracy,macro avg,macro avg,macro avg,macro avg,weighted avg,weighted avg,weighted avg,weighted avg,Random,Random_10,Random_50,Random_90,Random_925,Random_95,Num Samples,Inconsistent Predictions,FI_0.1%,FI_0.5%,FI_1.0%,FI_2.0%,Resource_Usage,Resource_Usage
Metric,Accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,score,score,score,score,score,score,Count,Count,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,score,score,score,score,score,score,Count,Count,Accuracy,Accuracy,Accuracy,Accuracy,Total_Pipeline_Time_Min,Peak_RAM_GB
0,0.908199547462558,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9984466019417476,0.9984466019417476,0.9984466019417476,2575.0,0.8749157871098137,0.9964194373401536,0.9317230658854478,3910.0,0.8961447678992919,0.6244517543859649,0.7360258481421648,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.8042131350681536,0.820480404551201,0.8122653316645807,791.0,1.0,0.9387755102040816,0.968421052631579,49.0,0.908199547462558,0.9456733698357092,0.8462800468862268,0.8762471422950947,9281.0,0.9096672097927584,0.908199547462558,0.9024199963803669,9281.0,0.8965305462773407,0.8965305462773407,0.7926516539166037,0.6952268074560932,0.6926624286176059,0.6887188880508567,9281,0,0.9064755953022304,0.8862191574183816,0.8739359982760478,0.8377330029091693,0.8635203201545574,0.9994926433282596,0.9952008082849204,0.9973421085938488,3959.0,0.9057803468208092,0.9996810207336524,0.9504169825625474,3135.0,0.9131048387096774,0.9943647540983608,0.9520039237668162,13664.0,0.609375,0.717296962182269,0.6589463692453725,4839.0,0.9875776397515528,0.6011342155009451,0.7473560517038778,529.0,1.0,0.6511627906976745,0.7887323943661971,86.0,0.8406040268456376,0.1821155943293348,0.2993725724529429,2751.0,0.6764705882352942,1.0,0.8070175438596491,23.0,0.8635203201545574,0.8665506354614039,0.7676195182283947,0.7751484933189066,28986.0,0.8679545979493265,0.8635203201545574,0.8428267243144425,28986.0,0.8536879873042158,0.8536879873042158,0.7664458704202028,0.570854895466777,0.5686434830607879,0.5575415717932795,28986,0,0.862830331884358,0.8499620506451391,0.8424411784999655,0.81387566411371,527.01,17.83843231201172
0,0.9234996228854648,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9984466019417476,0.9984466019417476,0.9984466019417476,2575.0,0.9047619047619048,0.99616368286445,0.9482653682288495,3910.0,0.8949897048730268,0.7149122807017544,0.7948796098750381,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.81640625,0.7926675094816688,0.804361770365619,791.0,0.9787234042553192,0.9387755102040816,0.9583333333333334,49.0,0.9234996228854648,0.9481243165623332,0.8540790314825462,0.8834227402299781,9281.0,0.9229409610888868,0.9234996228854648,0.9202288152932392,9281.0,0.9097511044068528,0.9097511044068528,0.7932011636677083,0.6697123154832453,0.6140178860036635,0.4517077901088244,9281,0,0.9220989117551988,0.9031354379915956,0.8938691951298351,0.8670401896347376,0.8655902849651556,0.9994916115912558,0.9931800959838344,0.9963258583555048,3959.0,0.9142357059509918,0.9996810207336524,0.9550510437300016,3135.0,0.9040668745438863,0.9972921545667448,0.9483940564429132,13664.0,0.6224995412002202,0.7009712750568299,0.6594090202177294,4839.0,0.99,0.5614366729678639,0.7165259348612787,529.0,1.0,0.6627906976744186,0.7972027972027972,86.0,0.8857545839210155,0.2282806252271901,0.3630057803468208,2751.0,0.6388888888888888,1.0,0.7796610169491526,23.0,0.8655902849651556,0.8693671507620323,0.7679540677763168,0.7769469385132748,28986.0,0.8710990335642319,0.8655902849651556,0.8470447283729232,28986.0,0.8573759746084317,0.8573759746084317,0.7479403850134548,0.5156420340854205,0.4852618505485406,0.475529565997378,28986,0,0.865038294348996,0.853480990823156,0.842924170289105,0.8074587732008556,582.66,17.887165069580078
0,0.92694752720612,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9988349514563106,0.9988349514563106,0.9988349514563106,2575.0,0.9105349217472554,0.99693094629156,0.95177633988524,3910.0,0.8902116402116402,0.7379385964912281,0.8069544364508393,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.8317503392130258,0.7749683944374209,0.8023560209424084,791.0,0.9787234042553192,0.9387755102040816,0.9583333333333334,49.0,0.92694752720612,0.9502152404437773,0.8548893831934086,0.8851687900204213,9281.0,0.92584953570777,0.92694752720612,0.9240178288755028,9281.0,0.9136084473655854,0.9136084473655854,0.8047624178429048,0.6948496929210215,0.6918327766404483,0.6787522896239628,9281,0,0.9256545630858743,0.9063678482922098,0.8959163883202241,0.8653162374744101,0.862795832470848,0.9992399290600456,0.9962111644354636,0.99772324816595,3959.0,0.8916073968705548,0.9996810207336524,0.9425563909774436,3135.0,0.930635838150289,0.9897540983606558,0.9592850049652432,13664.0,0.5994640605296343,0.7859061789625956,0.6801394974514888,4839.0,0.9868852459016394,0.5689981096408318,0.7218225419664268,529.0,1.0,0.627906976744186,0.7714285714285715,86.0,0.8625954198473282,0.0821519447473645,0.150016594756057,2751.0,0.8518518518518519,1.0,0.92,23.0,0.862795832470848,0.890284967776418,0.7563261867030937,0.7678714812138976,28986.0,0.8752104339129552,0.862795832470848,0.8343962117999423,28986.0,0.8538259849582557,0.8538259849582557,0.7117780997723039,0.5712792382529497,0.563882563996412,0.5329848892568827,28986,0,0.8621058442006486,0.8509970330504382,0.8407852066514869,0.8014558752501207,518.25,17.825145721435547
0,0.927163021226161,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9972836631742336,0.9980582524271844,0.9976708074534162,2575.0,0.9141984015044664,0.9946291560102302,0.952719255267026,3910.0,0.8957915831663327,0.7351973684210527,0.8075880758807588,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.8110539845758354,0.797724399494311,0.804333970681963,791.0,1.0,0.9387755102040816,0.968421052631579,49.0,0.927163021226161,0.9512492873859418,0.8570064191529408,0.8867285500012476,9281.0,0.926407578068203,0.927163021226161,0.9244384455272756,9281.0,0.9174442409223144,0.9174442409223144,0.8013791617282621,0.6896778364400388,0.6781812304708543,0.6081995474625579,9281,0,0.9266242861760586,0.9047516431419028,0.8972093524404697,0.8640232733541644,0.8731111571103292,0.9989827060020344,0.9921697398332912,0.9955645672284882,3959.0,0.8938961779806047,0.9996810207336524,0.9438337599759072,3135.0,0.9268359455204984,0.9910714285714286,0.9578779840848808,13664.0,0.6341379900701934,0.765447406488944,0.6936329588014981,4839.0,0.9870550161812298,0.5765595463137996,0.7279236276849642,529.0,1.0,0.6395348837209303,0.7801418439716312,86.0,0.8776671408250356,0.2242820792439113,0.3572669368847713,2751.0,0.7931034482758621,1.0,0.8846153846153846,23.0,0.8731111571103292,0.8889598031069323,0.7735932631132447,0.7926071329059406,28986.0,0.8808070424292035,0.8731111571103292,0.855607704277975,28986.0,0.8653832884840957,0.8653832884840957,0.7228869109225143,0.5508072862761333,0.5398916718415786,0.4991892637825157,28986,0,0.8727661629752295,0.8594493893603808,0.8496170565100394,0.8007658869799213,528.0,17.97643280029297
0,0.9147721150738068,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9980582524271844,0.9980582524271844,0.9980582524271844,2575.0,0.885551763367463,0.99539641943734,0.9372667068031306,3910.0,0.913978494623656,0.6524122807017544,0.7613563659628919,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.7961630695443646,0.8394437420986094,0.8172307692307692,791.0,1.0,0.9387755102040816,0.968421052631579,49.0,0.9147721150738068,0.9481772808286668,0.8519691089419545,0.8806785481438492,9281.0,0.9168590838239328,0.9147721150738068,0.9100491485846552,9281.0,0.8979528068096109,0.8979528068096109,0.7994397155478936,0.6796573645081349,0.6435513414502747,0.5211722874690227,9281,0,0.9135868979635816,0.8918220019394462,0.8823402650576446,0.852063355241892,0.8653832884840957,0.9992387718853084,0.9946956302096488,0.9969620253164556,3959.0,0.878855860908581,0.9996810207336524,0.9353827786897478,3135.0,0.919006919006919,0.991510538641686,0.9538829824684926,13664.0,0.6204923717059639,0.7396156230626162,0.6748373715470916,4839.0,0.986254295532646,0.5425330812854442,0.7,529.0,1.0,0.627906976744186,0.7714285714285715,86.0,0.8712374581939799,0.1893856779352962,0.3111376530307554,2751.0,0.8846153846153846,1.0,0.9387755102040816,23.0,0.8653832884840957,0.8949626327310978,0.7606660685765663,0.7853008615856496,28986.0,0.8726944550304491,0.8653832884840957,0.8449930021441807,28986.0,0.8553646588008004,0.8553646588008004,0.7459739184433865,0.5275822811012212,0.4928034223418202,0.4886634927206237,28986,0,0.865038294348996,0.8519975160422273,0.8427516732215552,0.8025253570689298,567.99,17.697734832763672
0,0.9243615989656288,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9992229992229992,0.9988349514563106,0.9990289376577977,2575.0,0.907058001397624,0.9959079283887468,0.9494087528952824,3910.0,0.8873239436619719,0.725328947368421,0.7981900452488688,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.8232931726907631,0.7774968394437421,0.7997399219765929,791.0,1.0,0.9591836734693876,0.9791666666666666,49.0,0.9243615989656288,0.9510705979550031,0.8560523758491594,0.8860786953175558,9281.0,0.923316429404349,0.9243615989656288,0.9212387639942476,9281.0,0.9139532377976513,0.9139532377976513,0.8018424738713501,0.6582803577200732,0.6166361383471608,0.514373451136731,9281,0,0.9231763818554036,0.9030276909815752,0.8949466652300399,0.8644542613942463,0.8661077761678051,0.9994913530010172,0.9926749179085628,0.9960714738309466,3959.0,0.912372634643377,0.9996810207336524,0.9540334855403348,3135.0,0.9181977843825992,0.9948038641686182,0.9549669804692988,13664.0,0.611429534726905,0.749535027898326,0.6734750719524649,4839.0,0.9904458598726116,0.5879017013232514,0.7378410438908659,529.0,1.0,0.6744186046511628,0.8055555555555556,86.0,0.8809034907597536,0.1559432933478735,0.2649783817171093,2751.0,0.9583333333333334,1.0,0.9787234042553192,23.0,0.8661077761678051,0.9088967488399496,0.7693698037539308,0.7957056746514869,28986.0,0.875511955775364,0.8661077761678051,0.8436147965491559,28986.0,0.854605671703581,0.854605671703581,0.744259297591941,0.5196163665217691,0.4992168633133236,0.4756296142965569,28986,0,0.8652452908300559,0.8515835230801077,0.840681708410957,0.7956254743669358,524.6,17.851276397705078
0,0.9217756707251372,0.9916666666666668,0.9916666666666668,0.9916666666666668,120.0,0.9992226972405752,0.9984466019417476,0.9988344988344988,2575.0,0.8988246139663517,0.9974424552429668,0.9455691598981696,3910.0,0.8867667121418826,0.7127192982456141,0.790273556231003,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.837465564738292,0.7686472819216182,0.8015820698747528,791.0,1.0,0.979591836734694,0.9896907216494846,49.0,0.9217756707251372,0.9517432818442212,0.8560642675941634,0.8861306555728934,9281.0,0.9209460651500592,0.9217756707251372,0.9182239652790564,9281.0,0.9061415795711668,0.9061415795711668,0.8042021333907984,0.6761663613834716,0.6352655963797005,0.6026505764465035,9281,0,0.9215601767050964,0.8976403404805516,0.8900980497791187,0.8613295981036526,0.8707651969916511,0.9994907053730584,0.991411972720384,0.99543494800913,3959.0,0.922307239552678,0.9996810207336524,0.9594367059543856,3135.0,0.916986984961899,0.9951697892271664,0.9544800477310216,13664.0,0.6249130132219902,0.7423021285389543,0.6785680551619911,4839.0,0.9878419452887538,0.6143667296786389,0.7575757575757576,529.0,1.0,0.6511627906976745,0.7887323943661971,86.0,0.8853695324283559,0.2133769538349691,0.3438781487990627,2751.0,0.6388888888888888,1.0,0.7796610169491526,23.0,0.8707651969916511,0.8719747887144531,0.77593392317893,0.7822208843183374,28986.0,0.8783894138302211,0.8707651969916511,0.8523734484188856,28986.0,0.8648519975160422,0.8648519975160422,0.7300248395777271,0.5425377768577934,0.5109052646105017,0.4794486993721106,28986,0,0.8704202028565514,0.856999931001173,0.8504450424342787,0.7956599737804457,519.48,17.836925506591797
