Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,In-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,Out-of-Distribution,All,All
Category,Baseline,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Consistency,Consistency,Dropout,Dropout,Dropout,Dropout,Baseline,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Classification Report,Dropout,Dropout,Dropout,Dropout,Dropout,Dropout,Consistency,Consistency,Dropout,Dropout,Dropout,Dropout,Technical_Metrics,Technical_Metrics
Sub-Category,Overall,B cell,B cell,B cell,B cell,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD4+ T cell,CD4+ T cell,CD4+ T cell,CD4+ T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Dendritic cell,Dendritic cell,Dendritic cell,Dendritic cell,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Natural killer cell,Natural killer cell,Natural killer cell,Natural killer cell,Plasma cell,Plasma cell,Plasma cell,Plasma cell,Total_Accuracy,macro avg,macro avg,macro avg,macro avg,weighted avg,weighted avg,weighted avg,weighted avg,Random,Random_10,Random_50,Random_90,Random_925,Random_95,Num Samples,Inconsistent Predictions,FI_0.1%,FI_0.5%,FI_1.0%,FI_2.0%,Overall,B cell,B cell,B cell,B cell,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD14+ monocyte,CD4+ T cell,CD4+ T cell,CD4+ T cell,CD4+ T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Cytotoxic T cell,Dendritic cell,Dendritic cell,Dendritic cell,Dendritic cell,Megakaryocyte,Megakaryocyte,Megakaryocyte,Megakaryocyte,Natural killer cell,Natural killer cell,Natural killer cell,Natural killer cell,Plasma cell,Plasma cell,Plasma cell,Plasma cell,Total_Accuracy,macro avg,macro avg,macro avg,macro avg,weighted avg,weighted avg,weighted avg,weighted avg,Random,Random_10,Random_50,Random_90,Random_925,Random_95,Num Samples,Inconsistent Predictions,FI_0.1%,FI_0.5%,FI_1.0%,FI_2.0%,Resource_Usage,Resource_Usage
Metric,Accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,score,score,score,score,score,score,Count,Count,Accuracy,Accuracy,Accuracy,Accuracy,Accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,precision,recall,f1-score,support,accuracy,precision,recall,f1-score,support,precision,recall,f1-score,support,score,score,score,score,score,score,Count,Count,Accuracy,Accuracy,Accuracy,Accuracy,Total_Pipeline_Time_Min,Peak_RAM_GB
0,0.8975325934705312,0.9915254237288136,0.975,0.9831932773109244,120.0,0.9980597594101668,0.9988349514563106,0.998447204968944,2575.0,0.8978792070078377,0.99616368286445,0.9444713870029098,3910.0,0.796875,0.6710526315789473,0.7285714285714285,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.7114503816793893,0.5891276864728192,0.6445366528354081,791.0,0.9791666666666666,0.9591836734693876,0.9690721649484536,49.0,0.8975325934705312,0.9218695548116091,0.8236703282302393,0.85496508588333,9281.0,0.8917068256981302,0.8975325934705312,0.8919246122508814,9281.0,0.8880939553927378,0.8880939553927378,0.7920913694644973,0.5964227992673203,0.5116043529792049,0.4386596271953453,9281,0,0.894084689149876,0.8742592393061093,0.8546492834823833,0.8098265273138671,0.8607948664872697,0.9989832231825114,0.9926749179085628,0.9958190801976436,3959.0,0.9160327677004096,0.9987240829346092,0.9555928582328704,3135.0,0.9029499502817367,0.9968530444964872,0.9475807854186232,13664.0,0.6079229914846354,0.6786526141764827,0.6413436187872278,4839.0,0.993127147766323,0.5463137996219282,0.7048780487804878,529.0,1.0,0.6511627906976745,0.7887323943661971,86.0,0.8015564202334631,0.2246455834242093,0.3509369676320272,2751.0,0.7586206896551724,0.9565217391304348,0.8461538461538461,23.0,0.8607948664872697,0.8723991487880315,0.7556935715487986,0.7788796999461154,28986.0,0.8604249994085719,0.8607948664872697,0.8423044774191539,28986.0,0.8539156834333816,0.8539156834333816,0.762737183467881,0.4990719657765817,0.481311667701649,0.4724763679017456,28986,0,0.86044987235217,0.847650589939971,0.8292624025391568,0.7722003725936659,154.11,18.60772705078125
0,0.9090615235427216,1.0,0.9833333333333332,0.9915966386554622,120.0,0.998447204968944,0.9988349514563106,0.9986410405746458,2575.0,0.9103641456582632,0.9974424552429668,0.9519160361239932,3910.0,0.7959302325581395,0.7505482456140351,0.7725733634311512,1824.0,1.0,0.6,0.75,5.0,1.0,1.0,1.0,7.0,0.8026565464895635,0.5347661188369153,0.6418816388467374,791.0,0.9782608695652174,0.9183673469387756,0.9473684210526316,49.0,0.9090615235427216,0.935707374905016,0.8479115564277921,0.8817471423355776,9281.0,0.9047665356520664,0.9090615235427216,0.9036264649521548,9281.0,0.8976726645835578,0.8976726645835578,0.8162805732140933,0.5573752828359013,0.4771899579786661,0.3845059799590561,9281,0,0.9067988363322916,0.8863269044284021,0.8544337894623424,0.8042236827928025,0.8701097081349617,0.998226051697922,0.9949482192472848,0.996584440227704,3959.0,0.8977370380979662,0.9996810207336524,0.9459704195593118,3135.0,0.9467651195499296,0.98528981264637,0.965643379715966,13664.0,0.6102028458976688,0.8330233519322174,0.7044124071647008,4839.0,0.9929577464788732,0.5330812854442344,0.6937269372693727,529.0,1.0,0.6046511627906976,0.7536231884057971,86.0,0.8510028653295129,0.1079607415485278,0.1916129032258064,2751.0,0.6052631578947368,1.0,0.7540983606557377,23.0,0.8701097081349617,0.8627693531183263,0.757329449292873,0.7507090045280496,28986.0,0.8839459498026168,0.8701097081349617,0.844910037465554,28986.0,0.8663630718277788,0.8663630718277788,0.7846167115159042,0.2630304284827158,0.2020354653970882,0.1396398261229559,28986,0,0.8702477057890016,0.8605533705926999,0.844269647415994,0.7946939902021666,167.81,18.88021850585937
0,0.9080918004525376,0.9831932773109244,0.975,0.9790794979079498,120.0,0.9980582524271844,0.9980582524271844,0.9980582524271844,2575.0,0.914903620122238,0.99539641943734,0.953454189122979,3910.0,0.827831715210356,0.7012061403508771,0.759275749480558,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.703956343792633,0.6523388116308471,0.6771653543307087,791.0,0.9782608695652174,0.9183673469387756,0.9473684210526316,49.0,0.9080918004525376,0.9257755098035692,0.830045871348128,0.8607287544688229,9281.0,0.9042113616040964,0.9080918004525376,0.904248505229679,9281.0,0.9027906475595302,0.9027906475595302,0.8511906044607261,0.6522788492619329,0.6252451244477966,0.5313112811119491,9281,0,0.9060446072621484,0.8870811334985454,0.8633767912940415,0.8287900010774701,0.870868695232181,0.9992364469330618,0.9916645617580196,0.9954361054766734,3959.0,0.9055186362323028,0.9996810207336524,0.9502728926622196,3135.0,0.9524113475177304,0.9828015222482436,0.9673678144359602,13664.0,0.6081776731872334,0.8545153957429221,0.7106031964255026,4839.0,0.98943661971831,0.5311909262759924,0.6912669126691267,529.0,1.0,0.6627906976744186,0.7972027972027972,86.0,0.80625,0.0937840785169029,0.1680234451318788,2751.0,0.6388888888888888,1.0,0.7796610169491526,23.0,0.870868695232181,0.8624899515596909,0.764553525368769,0.7574792726191638,28986.0,0.8829641412166902,0.870868695232181,0.8449307970172916,28986.0,0.8669323121506934,0.8669323121506934,0.7842924170289105,0.5140516111226109,0.4950424342786171,0.4739391430345684,28986,0,0.8703857034430414,0.8612088594493894,0.8492375629614296,0.8043538259849583,109.33,18.88021850585937
0,0.9009804977911864,0.9915966386554622,0.9833333333333332,0.98744769874477,120.0,0.9965116279069768,0.9984466019417476,0.997478176527643,2575.0,0.886986301369863,0.9936061381074168,0.9372738238841978,3910.0,0.8725718725718725,0.6156798245614035,0.7219543555126969,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.7097902097902098,0.7699115044247787,0.7386294724075197,791.0,0.9791666666666666,0.9591836734693876,0.9690721649484536,49.0,0.9009804977911864,0.9295779146201312,0.8400201344797584,0.8654105329317315,9281.0,0.9014243933883316,0.9009804977911864,0.8953973726822962,9281.0,0.8937075746148044,0.8937075746148044,0.8217325719211293,0.6232194806594118,0.5110548432281005,0.4188018532485723,9281,0,0.8991487986208383,0.8823402650576446,0.8565887296627519,0.8225406744962828,0.8692472227972124,0.999237029501526,0.992422328870927,0.9958180205297174,3959.0,0.8989376973873098,0.9987240829346092,0.9462073133877305,3135.0,0.9461587123075842,0.9851434426229508,0.9652576099817144,13664.0,0.609819916884716,0.8187642074808845,0.6990119971771348,4839.0,0.97,0.5500945179584121,0.7020506634499397,529.0,1.0,0.6627906976744186,0.7972027972027972,86.0,0.7386609071274298,0.1243184296619411,0.2128189172370877,2751.0,0.8518518518518519,1.0,0.92,23.0,0.8692472227972124,0.8768332643825522,0.7665322134005179,0.7797959148707652,28986.0,0.8729786466563817,0.8692472227972124,0.8461730349383038,28986.0,0.8637618160491272,0.8637618160491272,0.7148692472227973,0.2935934589111985,0.224304836817774,0.1554750569240322,28986,0,0.8681087421513835,0.8560684468364038,0.8423721796729455,0.7617470503001449,190.43,18.88021850585937
0,0.9184355134145028,0.9915966386554622,0.9833333333333332,0.98744769874477,120.0,0.9980590062111802,0.9984466019417476,0.998252766453116,2575.0,0.926208045703404,0.9951406649616368,0.9594378005178154,3910.0,0.8239067055393586,0.774671052631579,0.7985306583780729,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.7752442996742671,0.6017699115044248,0.6775800711743772,791.0,0.9787234042553192,0.9387755102040816,0.9583333333333334,49.0,0.9184355134145028,0.936717262504874,0.8365171343221004,0.868876362503757,9281.0,0.9143894531933412,0.9184355134145028,0.9147395357032452,9281.0,0.9067772869302878,0.9067772869302878,0.8096972309018424,0.663042775562978,0.5330891067772869,0.4615343174226914,9281,0,0.9168193082641956,0.8962396293502856,0.8662859605645943,0.8163990949251159,0.8758711101911267,0.999492385786802,0.9946956302096488,0.9970882390175972,3959.0,0.896364156885199,0.9987240829346092,0.9447797223898612,3135.0,0.9237835998638992,0.9934865339578456,0.9573680313128108,13664.0,0.6517184341113765,0.7327960322380657,0.6898832684824903,4839.0,0.9878542510121456,0.4612476370510397,0.6288659793814433,529.0,1.0,0.627906976744186,0.7714285714285715,86.0,0.8112858464384829,0.3187931661214104,0.4577244258872651,2751.0,0.6571428571428571,1.0,0.7931034482758621,23.0,0.8758711101911267,0.8659551914050954,0.7659562574071007,0.7800302107719876,28986.0,0.8762462273657039,0.8758711101911267,0.8626796701569638,28986.0,0.8714896846753606,0.8714896846753606,0.7752397709238943,0.497602290761057,0.4937935555095564,0.4727178637963153,28986,0,0.8753191195749672,0.8633478230870075,0.8488925688263299,0.7882425998758021,121.52,18.88021850585937
0,0.9089537765327012,0.9915966386554622,0.9833333333333332,0.98744769874477,120.0,0.9976717112922002,0.9984466019417476,0.9980590062111802,2575.0,0.9129107981220658,0.9946291560102302,0.9520195838433292,3910.0,0.874633431085044,0.6540570175438597,0.7484316185696361,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.6747787610619469,0.7711757269279393,0.7197640117994101,791.0,0.9583333333333334,0.9387755102040816,0.9484536082474226,49.0,0.9089537765327012,0.9262405841937564,0.8425521682451489,0.8657005123555399,9281.0,0.9099792248147616,0.9089537765327012,0.9052576460441976,9281.0,0.8932119383687102,0.8932119383687102,0.7911539704773192,0.663689257623101,0.6223359551772438,0.4848615450921236,9281,0,0.9064755953022304,0.8842797112380132,0.862083827173796,0.8183385411054843,0.8618643483060788,0.9994888832098134,0.9878757261934832,0.9936483739837398,3959.0,0.812955254942768,0.9968102073365231,0.8955437741796819,3135.0,0.917439446366782,0.970213700234192,0.9430888525289892,13664.0,0.6472824021284682,0.7038644348005786,0.6743886743886743,4839.0,0.9877300613496932,0.6086956521739131,0.7532163742690059,529.0,1.0,0.5930232558139535,0.7445255474452555,86.0,0.7980251346499102,0.3231552162849873,0.460025873221216,2751.0,0.8076923076923077,0.9130434782608696,0.8571428571428571,23.0,0.8618643483060788,0.8713266862924678,0.7620852088873126,0.7901975408949274,28986.0,0.862352053504499,0.8618643483060788,0.850025620747681,28986.0,0.8560822466018078,0.8560822466018078,0.7163872214172359,0.5312875181121921,0.4989615676533499,0.4749396260263575,28986,0,0.8612433588628994,0.8436831573863244,0.8200510591319947,0.7285241150900434,164.56,19.08725357055664
0,0.9110009697230902,0.9915966386554622,0.9833333333333332,0.98744769874477,120.0,0.9980582524271844,0.9980582524271844,0.9980582524271844,2575.0,0.916195856873823,0.99539641943734,0.9541554302525128,3910.0,0.8329048843187661,0.7105263157894737,0.7668639053254438,1824.0,1.0,0.4,0.5714285714285714,5.0,1.0,1.0,1.0,7.0,0.721763085399449,0.6624525916561315,0.6908371786420567,791.0,0.9583333333333334,0.9387755102040816,0.9484536082474226,49.0,0.9110009697230902,0.9273565063760024,0.8360678028559431,0.8646555806334952,9281.0,0.9072738756488556,0.9110009697230902,0.9073143839475746,9281.0,0.8973278741514921,0.8973278741514921,0.7955500484861545,0.6190496713716195,0.5543691412563301,0.4534856157741622,9281,0,0.908199547462558,0.8839564702079518,0.8594978989333046,0.8146751427647883,0.8800800386393431,0.9992378048780488,0.99343268502147,0.9963267891070298,3959.0,0.901351740005752,0.9996810207336524,0.9479733817301876,3135.0,0.9226117679032476,0.9937792740046838,0.9568740751180326,13664.0,0.6671790930053805,0.7175036164496796,0.6914268644827243,4839.0,0.99009900990099,0.5671077504725898,0.7211538461538461,529.0,1.0,0.5930232558139535,0.7445255474452555,86.0,0.8074484944532488,0.3704107597237368,0.5078494891602292,2751.0,0.6285714285714286,0.9565217391304348,0.7586206896551724,23.0,0.8800800386393431,0.8645624173397621,0.773932512668775,0.7905938353565597,28986.0,0.8784336344942004,0.8800800386393431,0.869280275708311,28986.0,0.8721382736493479,0.8721382736493479,0.7604912716483819,0.5065859380390534,0.4865417787897605,0.4746670806596287,28986,0,0.8795625474366936,0.8641413095977368,0.8447181397916236,0.7717863796315463,158.45,19.119606018066406
